timestamp,legacy_rtl81397,legacy_rtl81399,legacy_rtl81393,legacy_rtl81395,legacy_rtl81391,legacy_rtl81394,legacy_rtl81396,legacy_rtl81390,legacy_rtl81392,max,min,avg
6721,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6724,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6726,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6727,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6728,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6729,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6731,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6733,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6735,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6738,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6740,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6741,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6745,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6748,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6751,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6753,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6754,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6755,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6758,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6759,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6764,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6765,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6766,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6769,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6771,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6772,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6780,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6782,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6786,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6788,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6789,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6792,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6797,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6799,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6800,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6801,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6803,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6805,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6806,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6807,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6808,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6811,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6813,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6814,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6815,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6816,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6817,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6820,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6822,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6824,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6827,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6830,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6832,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6834,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6838,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6839,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6840,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6843,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6844,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6845,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6847,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6853,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6855,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6857,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6858,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6862,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6863,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6864,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6865,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6866,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6868,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6870,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6872,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6877,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6878,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6888,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6891,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6892,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6894,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6898,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6899,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6901,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6904,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6907,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6910,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6912,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6914,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6917,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6918,0.6819,0.6655,0.7407,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7407,0.6655,0.6845
6919,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6920,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6924,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6930,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6931,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6934,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6937,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6938,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6941,0.6819,0.6655,0.7445,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7445,0.6655,0.6849
6945,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6946,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6947,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6949,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6953,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6955,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6958,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6959,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6961,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6964,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6968,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6969,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6970,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6972,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6973,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6976,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6981,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6983,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6984,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6986,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6987,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6991,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6993,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
6999,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7001,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7003,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7004,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7005,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7009,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7011,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7012,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7013,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7015,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7016,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7018,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7020,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7021,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7022,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7024,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7027,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7028,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7032,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7034,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7044,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7046,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7049,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7050,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7052,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7053,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7054,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7057,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7058,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7061,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7064,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7066,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7075,0.6819,0.6655,0.7667,0.6967,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6874
7076,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7077,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7082,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7083,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7084,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7088,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7090,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7091,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7093,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7094,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7098,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7101,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7105,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7106,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7108,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7111,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7113,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7119,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7120,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7121,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7123,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7126,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7128,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7131,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7132,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7138,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7139,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7141,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7145,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7147,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7149,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7150,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7151,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7155,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7157,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7158,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7159,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7162,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7163,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7167,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7169,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7170,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7172,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7173,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7176,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7177,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7180,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7182,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7184,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7185,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7187,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7188,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7192,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7193,0.6819,0.6655,0.7667,0.7239,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6904
7195,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7197,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7198,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7201,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7203,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7208,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7209,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7210,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7212,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7213,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7215,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7218,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7220,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7221,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7225,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
7226,0.6819,0.6655,0.7667,0.7266,0.6928,0.683,0.6655,0.6671,0.6671,0.7667,0.6655,0.6907
