timestamp,qemu_xhci4,qemu_xhci9,qemu_xhci0,qemu_xhci7,qemu_xhci8,qemu_xhci1,qemu_xhci3,qemu_xhci6,max,min,avg
41109,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41115,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41118,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41119,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41131,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41141,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41151,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41157,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41162,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41165,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41167,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41170,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41171,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41176,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41180,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41189,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41195,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41196,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41199,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41200,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41201,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41205,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41206,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41208,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41210,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41211,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41219,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41222,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41224,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41225,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41226,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41232,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41234,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41237,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41257,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41258,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41259,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41261,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41266,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41268,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41269,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41286,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41295,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41297,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41298,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41300,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41302,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41304,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41305,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41317,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41327,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41329,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41330,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41337,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41339,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41343,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41354,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41364,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41367,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41370,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41374,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41382,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41384,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41385,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41386,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41389,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41392,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41395,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41397,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41398,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41409,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41414,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41418,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41420,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41427,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41431,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41448,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41451,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41453,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41457,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41462,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41463,0.7533,0.7543,0.7696,0.6783,0.763,0.7076,0.7554,0.7402,0.7696,0.6783,0.7402
41468,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41471,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41475,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41476,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41478,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41480,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41484,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41488,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41498,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41499,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41500,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41508,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41516,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41517,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41523,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41534,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41542,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41545,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41549,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41552,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41553,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41558,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41565,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41567,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41574,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41576,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41577,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41587,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41597,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41604,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41605,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41611,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41616,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41618,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41625,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41629,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41636,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41637,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41655,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41662,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41669,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41672,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41673,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41674,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41675,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41676,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41682,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41686,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41690,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41695,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41698,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41702,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41708,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41714,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41716,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41717,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41718,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41720,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41725,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41726,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41729,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41732,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41736,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41746,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41757,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41763,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41767,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41769,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41772,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41773,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41783,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41785,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41788,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41796,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41797,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41798,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41806,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41812,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41816,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41827,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41835,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41836,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41838,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41841,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41859,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41863,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41869,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41870,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41872,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41874,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41879,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41884,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41886,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41893,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41896,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41897,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41901,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41911,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41916,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41918,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41920,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41923,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41924,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7554,0.7402,0.7696,0.6815,0.7406
41925,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41927,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41938,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41939,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41948,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41953,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41954,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41955,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41957,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41958,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41959,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41962,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41968,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41971,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41972,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41976,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41979,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41983,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41987,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41991,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41992,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41993,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41995,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41996,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41998,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
41999,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42001,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42003,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42007,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42009,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42017,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42019,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42020,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42022,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42024,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42025,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42026,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42038,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42039,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42042,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42045,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42049,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42055,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42066,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42067,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42068,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42071,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42076,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42080,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42088,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42089,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42090,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42097,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42101,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42104,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42109,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42110,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42111,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
42118,0.7533,0.7543,0.7696,0.6815,0.763,0.7076,0.7576,0.7402,0.7696,0.6815,0.7409
