timestamp,legacy_sdhci3,legacy_sdhci9,legacy_sdhci6,legacy_sdhci4,legacy_sdhci7,legacy_sdhci2,legacy_sdhci5,legacy_sdhci8,legacy_sdhci1,legacy_sdhci0,max,min,avg
15648,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15652,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15653,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15655,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15657,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15658,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15663,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15664,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15666,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15669,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15674,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15675,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15680,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15682,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15687,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15689,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15692,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15693,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15695,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15697,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15699,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15710,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15714,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15717,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15718,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15721,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15722,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15726,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15728,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15729,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15730,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15732,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15733,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15740,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15741,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15742,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15746,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15747,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15749,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15753,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15754,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15755,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15756,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15758,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15762,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15764,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15766,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15774,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15776,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15779,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15782,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15786,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15788,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15790,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15797,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15805,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15807,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15810,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15811,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15816,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15819,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15821,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15827,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15829,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.6919,0.7258,0.7258,0.7355,0.6726,0.7127
15833,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7258,0.7258,0.7355,0.6726,0.7147
15834,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7258,0.7258,0.7355,0.6726,0.7147
15835,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7258,0.7258,0.7355,0.6726,0.7147
15836,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7258,0.7258,0.7355,0.6726,0.7147
15839,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7258,0.7258,0.7355,0.6726,0.7147
15841,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7258,0.7258,0.7355,0.6726,0.7147
15842,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15843,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15846,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15849,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15851,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15856,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15858,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15859,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15864,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15870,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15875,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15877,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15880,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15881,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15882,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15883,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15886,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15887,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15888,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15890,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15891,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15892,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15894,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15896,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15901,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15904,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15905,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15906,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15913,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15914,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15916,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15917,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15918,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15920,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15921,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15922,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15924,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15927,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15931,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15936,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15939,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15944,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15945,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15957,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15964,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15966,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15968,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15972,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15974,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15979,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15983,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15985,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15986,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15990,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15991,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15992,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15993,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15994,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15997,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
15998,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16000,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16001,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16002,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16003,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16006,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16007,0.6919,0.7274,0.7177,0.7048,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7148
16010,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16014,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16016,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16025,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16030,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16031,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16035,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16036,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16038,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16046,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16049,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16050,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16053,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16054,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16056,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16057,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16065,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16067,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16068,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16071,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16072,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16075,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16084,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16089,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16093,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16094,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16097,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16100,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16105,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16106,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16107,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16110,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16112,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16118,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16124,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16125,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16127,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16133,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16135,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16141,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16143,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16144,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16148,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16150,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16152,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16154,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16155,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16156,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16160,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16161,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16162,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16167,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16169,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16170,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16174,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16191,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16192,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16194,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16195,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16196,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16197,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16199,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16202,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16205,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16208,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16213,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16214,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
16217,0.6919,0.7274,0.7177,0.7226,0.7339,0.6726,0.7355,0.7113,0.7274,0.7258,0.7355,0.6726,0.7166
