timestamp,legacy_ac971,legacy_ac972,legacy_ac979,legacy_ac977,legacy_ac973,legacy_ac970,legacy_ac976,legacy_ac978,legacy_ac975,legacy_ac974,max,min,avg
26358,0.4481,0.3907,0.6093,0.6311,0.4863,0.6557,0.6202,0.3825,0.0,0.3005,0.6557,0.3005,0.4524
26395,0.4481,0.3907,0.6093,0.6311,0.2049,0.6557,0.6202,0.3825,0.0,0.2869,0.6557,0.2049,0.4229
26401,0.582,0.3907,0.6093,0.6311,0.2049,0.6557,0.6202,0.3825,0.0,0.2869,0.6557,0.2049,0.4363
26432,0.1776,0.3907,0.6093,0.6311,0.2049,0.6557,0.6202,0.3825,0.0,0.2869,0.6557,0.1776,0.3959
26433,0.1967,0.3907,0.6093,0.6311,0.2049,0.6557,0.6202,0.3825,0.0,0.2869,0.6557,0.1967,0.3978
26436,0.1967,0.3907,0.6093,0.6311,0.2049,0.6557,0.6202,0.2842,0.0,0.2869,0.6557,0.1967,0.388
26474,0.1967,0.3907,0.6093,0.6038,0.2049,0.6557,0.6202,0.2842,0.0,0.2869,0.6557,0.1967,0.3852
26569,0.1967,0.3907,0.6093,0.6038,0.2049,0.6557,0.5601,0.2842,0.0,0.2869,0.6557,0.1967,0.3792
26597,0.1967,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.2842,0.0,0.2869,0.6858,0.1967,0.4273
26614,0.1967,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.7377,0.0,0.2869,0.7377,0.1967,0.4727
26697,0.5738,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.7377,0.0,0.2869,0.7377,0.2869,0.5104
26739,0.5738,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.7678,0.0,0.2869,0.7678,0.2869,0.5134
26742,0.6557,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.7678,0.0,0.2869,0.7678,0.2869,0.5216
26749,0.6202,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.7678,0.0,0.2869,0.7678,0.2869,0.518
26756,0.623,0.3907,0.6093,0.6038,0.6858,0.6557,0.5601,0.7678,0.0,0.2869,0.7678,0.2869,0.5183
26763,0.623,0.3907,0.5574,0.6038,0.6858,0.6557,0.5601,0.7678,0.0,0.2869,0.7678,0.2869,0.5131
26767,0.623,0.3907,0.5574,0.623,0.6858,0.6557,0.5601,0.7678,0.0,0.2869,0.7678,0.2869,0.515
26786,0.623,0.3907,0.5574,0.623,0.6858,0.6557,0.5601,0.7678,0.0,0.724,0.7678,0.3907,0.5588
26822,0.623,0.3907,0.5574,0.623,0.6858,0.735,0.5601,0.7678,0.0,0.724,0.7678,0.3907,0.5667
26871,0.623,0.3907,0.5574,0.6585,0.6858,0.735,0.5601,0.7678,0.0,0.724,0.7678,0.3907,0.5702
26877,0.623,0.3907,0.5574,0.6585,0.6858,0.735,0.5601,0.6339,0.0,0.724,0.735,0.3907,0.5568
26881,0.623,0.3907,0.5574,0.6585,0.6858,0.735,0.5601,0.6475,0.0,0.724,0.735,0.3907,0.5582
26885,0.623,0.3907,0.5574,0.7322,0.6858,0.735,0.5601,0.6475,0.0,0.724,0.735,0.3907,0.5656
26904,0.623,0.3907,0.2568,0.7322,0.6858,0.735,0.5601,0.6475,0.0,0.724,0.735,0.2568,0.5355
26912,0.623,0.3907,0.2568,0.7322,0.6858,0.735,0.5601,0.6066,0.0,0.724,0.735,0.2568,0.5314
26966,0.623,0.3907,0.2568,0.7322,0.7186,0.735,0.5601,0.6066,0.0,0.724,0.735,0.2568,0.5347
26988,0.623,0.3907,0.2568,0.7322,0.5984,0.735,0.5601,0.6066,0.0,0.724,0.735,0.2568,0.5227
26998,0.7295,0.3907,0.2568,0.7322,0.5984,0.735,0.5601,0.6066,0.0,0.724,0.735,0.2568,0.5333
27000,0.7295,0.3907,0.2568,0.7322,0.5355,0.735,0.5601,0.6066,0.0,0.724,0.735,0.2568,0.527
27023,0.7295,0.3907,0.2568,0.7322,0.5355,0.735,0.5601,0.6066,0.0,0.306,0.735,0.2568,0.4852
27058,0.7295,0.3907,0.2568,0.7322,0.765,0.735,0.5601,0.6066,0.0,0.306,0.765,0.2568,0.5082
27131,0.7295,0.3907,0.6995,0.7322,0.765,0.735,0.5601,0.6066,0.0,0.306,0.765,0.306,0.5525
27134,0.7295,0.5956,0.6995,0.7322,0.765,0.735,0.5601,0.6066,0.0,0.306,0.765,0.306,0.573
27143,0.7295,0.5956,0.6913,0.7322,0.765,0.735,0.5601,0.6066,0.0,0.306,0.765,0.306,0.5721
27168,0.7295,0.5956,0.6913,0.7322,0.765,0.735,0.7541,0.6066,0.0,0.306,0.765,0.306,0.5915
27181,0.7295,0.5956,0.6011,0.7322,0.765,0.735,0.7541,0.6066,0.0,0.306,0.765,0.306,0.5825
27211,0.7295,0.6967,0.6011,0.7322,0.765,0.735,0.7541,0.6066,0.0,0.306,0.765,0.306,0.5926
27234,0.7295,0.6967,0.6011,0.6585,0.765,0.735,0.7541,0.7022,0.0,0.306,0.765,0.306,0.5948
27238,0.7295,0.6967,0.6011,0.6585,0.765,0.735,0.7022,0.7022,0.0,0.306,0.765,0.306,0.5896
27259,0.7295,0.6967,0.1448,0.6585,0.765,0.735,0.7022,0.7022,0.0,0.306,0.765,0.1448,0.544
27261,0.7295,0.6967,0.1448,0.6585,0.765,0.735,0.7022,0.6749,0.0,0.306,0.765,0.1448,0.5413
27270,0.7295,0.2732,0.1448,0.6585,0.765,0.735,0.7022,0.6749,0.0,0.306,0.765,0.1448,0.4989
27272,0.4727,0.2732,0.1448,0.6585,0.765,0.735,0.7022,0.6749,0.0,0.306,0.765,0.1448,0.4732
27278,0.4727,0.2732,0.1448,0.6585,0.765,0.4727,0.7022,0.6749,0.0,0.306,0.765,0.1448,0.447
27300,0.6011,0.2732,0.1448,0.6585,0.765,0.4727,0.7022,0.6749,0.0,0.306,0.765,0.1448,0.4598
27306,0.6011,0.2732,0.2568,0.6585,0.765,0.4727,0.7022,0.6749,0.0,0.306,0.765,0.2568,0.471
27316,0.6011,0.2732,0.2568,0.653,0.765,0.4727,0.7022,0.6749,0.0,0.306,0.765,0.2568,0.4705
27331,0.5055,0.2732,0.2568,0.653,0.765,0.4727,0.7022,0.6749,0.0,0.306,0.765,0.2568,0.4609
27392,0.3005,0.2732,0.2568,0.653,0.765,0.4727,0.7022,0.6749,0.0,0.306,0.765,0.2568,0.4404
27396,0.3005,0.2732,0.2568,0.653,0.765,0.4727,0.2623,0.6749,0.0,0.306,0.765,0.2568,0.3964
27413,0.3005,0.2732,0.2568,0.653,0.765,0.4727,0.6011,0.6749,0.0,0.306,0.765,0.2568,0.4303
27420,0.3005,0.2732,0.2568,0.653,0.765,0.4727,0.7295,0.6749,0.0,0.306,0.765,0.2568,0.4432
27424,0.1967,0.2732,0.2568,0.653,0.765,0.4727,0.7295,0.6749,0.0,0.306,0.765,0.1967,0.4328
27491,0.1967,0.2732,0.2568,0.7404,0.765,0.4727,0.7295,0.6749,0.0,0.306,0.765,0.1967,0.4415
27507,0.1967,0.2732,0.2568,0.7404,0.765,0.7459,0.7295,0.6749,0.0,0.306,0.765,0.1967,0.4688
27522,0.1967,0.2732,0.2568,0.5246,0.765,0.7459,0.7295,0.6749,0.0,0.306,0.765,0.1967,0.4473
27527,0.1967,0.2732,0.2568,0.5246,0.6831,0.7459,0.7295,0.6749,0.0,0.306,0.7459,0.1967,0.4391
27546,0.3497,0.2732,0.2568,0.5246,0.6831,0.7459,0.7295,0.6749,0.0,0.306,0.7459,0.2568,0.4544
27552,0.3361,0.2732,0.6257,0.5246,0.6831,0.7459,0.7295,0.6749,0.0,0.306,0.7459,0.2732,0.4899
27560,0.3361,0.2732,0.6448,0.5246,0.6831,0.7459,0.7295,0.6749,0.0,0.306,0.7459,0.2732,0.4918
27570,0.3361,0.2732,0.6448,0.7596,0.6831,0.7459,0.7295,0.6749,0.0,0.306,0.7596,0.2732,0.5153
27579,0.3361,0.2732,0.6448,0.7596,0.6831,0.7459,0.7295,0.6749,0.0,0.6393,0.7596,0.2732,0.5486
27611,0.3361,0.2732,0.6448,0.7596,0.6831,0.7459,0.7295,0.2486,0.0,0.6393,0.7596,0.2486,0.506
27614,0.6066,0.2732,0.6448,0.7596,0.6831,0.7459,0.7295,0.2486,0.0,0.6393,0.7596,0.2486,0.5331
27632,0.6066,0.2732,0.6448,0.7596,0.6831,0.4891,0.7295,0.2486,0.0,0.6393,0.7596,0.2486,0.5074
27647,0.6066,0.2404,0.6448,0.7596,0.6831,0.4891,0.7295,0.2486,0.0,0.6393,0.7596,0.2404,0.5041
27654,0.6066,0.2404,0.6448,0.7596,0.7186,0.4891,0.7295,0.2486,0.0,0.6393,0.7596,0.2404,0.5076
27689,0.306,0.2404,0.6448,0.7596,0.7186,0.4891,0.7295,0.2486,0.0,0.6393,0.7596,0.2404,0.4776
27728,0.306,0.2404,0.6448,0.7596,0.7186,0.4891,0.7295,0.6776,0.0,0.6393,0.7596,0.2404,0.5205
27733,0.306,0.2404,0.4536,0.7596,0.7186,0.4891,0.7295,0.6776,0.0,0.6393,0.7596,0.2404,0.5014
27735,0.306,0.2404,0.4536,0.4044,0.7186,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.2404,0.4658
27746,0.306,0.276,0.4536,0.4044,0.7186,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.276,0.4694
27755,0.306,0.276,0.4536,0.4044,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.276,0.4689
27758,0.306,0.276,0.6393,0.4044,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.276,0.4874
27768,0.306,0.5328,0.6393,0.4044,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.306,0.5131
27772,0.3907,0.5328,0.6393,0.4044,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.3907,0.5216
27782,0.7077,0.5328,0.6393,0.4044,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.4044,0.5533
27817,0.7077,0.5328,0.6393,0.6776,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.4891,0.5806
27906,0.7077,0.5328,0.6393,0.6448,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.4891,0.5773
27920,0.7077,0.6694,0.6393,0.6448,0.7131,0.4891,0.7295,0.6776,0.0,0.6393,0.7295,0.4891,0.591
27969,0.7077,0.6694,0.6393,0.6448,0.7131,0.4891,0.7295,0.5874,0.0,0.6393,0.7295,0.4891,0.582
27997,0.7077,0.6694,0.6393,0.5519,0.7131,0.4891,0.7295,0.5874,0.0,0.6393,0.7295,0.4891,0.5727
28018,0.7077,0.6694,0.6393,0.5,0.7131,0.4891,0.7295,0.5874,0.0,0.6393,0.7295,0.4891,0.5675
28051,0.7077,0.6694,0.694,0.5,0.7131,0.4891,0.7295,0.5874,0.0,0.6393,0.7295,0.4891,0.5729
28054,0.7077,0.6694,0.694,0.5,0.7131,0.4891,0.5683,0.5874,0.0,0.6393,0.7131,0.4891,0.5568
28063,0.7077,0.6694,0.694,0.5,0.7131,0.4891,0.5683,0.5874,0.0,0.5902,0.7131,0.4891,0.5519
28085,0.7077,0.6694,0.694,0.2459,0.7131,0.4891,0.5683,0.5874,0.0,0.5902,0.7131,0.2459,0.5265
28148,0.7077,0.6694,0.694,0.0,0.7131,0.4891,0.5683,0.5874,0.0,0.5902,0.7131,0.4891,0.5019
28177,0.7077,0.6694,0.6148,0.0,0.7131,0.4891,0.5683,0.5874,0.0,0.5902,0.7131,0.4891,0.494
28181,0.7077,0.6694,0.6148,0.0,0.7131,0.4344,0.5683,0.5874,0.0,0.5902,0.7131,0.4344,0.4885
28196,0.7077,0.6694,0.6148,0.5546,0.7131,0.4344,0.5683,0.5874,0.0,0.5902,0.7131,0.4344,0.544
28231,0.7077,0.6694,0.6148,0.5546,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.4344,0.5538
28235,0.7077,0.6694,0.7077,0.5546,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.4344,0.5631
28262,0.1776,0.6694,0.7077,0.5546,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.1776,0.5101
28305,0.1776,0.6694,0.7077,0.582,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.1776,0.5129
28312,0.1776,0.6694,0.7077,0.6175,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.1776,0.5164
28329,0.1776,0.6694,0.7077,0.6803,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.1776,0.5227
28333,0.1776,0.6694,0.7077,0.5683,0.7131,0.4344,0.6667,0.5874,0.0,0.5902,0.7131,0.1776,0.5115
28345,0.1776,0.6694,0.7077,0.5683,0.7131,0.4344,0.6667,0.5628,0.0,0.5902,0.7131,0.1776,0.509
28350,0.1776,0.6694,0.7077,0.5683,0.7131,0.4344,0.6667,0.5683,0.0,0.5902,0.7131,0.1776,0.5096
28351,0.1776,0.6694,0.7077,0.5683,0.7131,0.3169,0.6667,0.5683,0.0,0.5902,0.7131,0.1776,0.4978
28400,0.1776,0.6694,0.7077,0.3825,0.7131,0.3169,0.6667,0.5683,0.0,0.5902,0.7131,0.1776,0.4792
28410,0.1776,0.6694,0.7077,0.3825,0.7131,0.2842,0.6667,0.5683,0.0,0.5902,0.7131,0.1776,0.476
28425,0.4508,0.6694,0.7077,0.3825,0.7131,0.2842,0.6667,0.5683,0.0,0.5902,0.7131,0.2842,0.5033
28449,0.4508,0.5902,0.7077,0.3825,0.7131,0.2842,0.6667,0.5683,0.0,0.5902,0.7131,0.2842,0.4954
28464,0.4508,0.5902,0.7077,0.5656,0.7131,0.2842,0.6667,0.5683,0.0,0.5902,0.7131,0.2842,0.5137
28498,0.4508,0.5902,0.7077,0.5656,0.7131,0.2842,0.6667,0.5109,0.0,0.5902,0.7131,0.2842,0.5079
28575,0.6967,0.5902,0.7077,0.5656,0.7131,0.2842,0.6667,0.5109,0.0,0.5902,0.7131,0.2842,0.5325
28580,0.6967,0.5902,0.5902,0.5656,0.7131,0.2842,0.6667,0.5109,0.0,0.5902,0.7131,0.2842,0.5208
28596,0.6967,0.5902,0.5902,0.7268,0.7131,0.2842,0.6667,0.5109,0.0,0.5902,0.7268,0.2842,0.5369
28652,0.6967,0.5902,0.1639,0.7268,0.7131,0.2842,0.6667,0.5109,0.0,0.5902,0.7268,0.1639,0.4943
28662,0.6967,0.5902,0.1639,0.7268,0.7131,0.623,0.6667,0.5109,0.0,0.5902,0.7268,0.1639,0.5282
28663,0.6967,0.6858,0.1639,0.7268,0.7131,0.623,0.6667,0.5109,0.0,0.5902,0.7268,0.1639,0.5377
28714,0.3142,0.6858,0.1639,0.7268,0.7131,0.623,0.6667,0.5109,0.0,0.5191,0.7268,0.1639,0.4923
28754,0.3142,0.6858,0.1639,0.7268,0.7131,0.5874,0.6667,0.5109,0.0,0.5191,0.7268,0.1639,0.4888
28772,0.3142,0.6858,0.1639,0.653,0.7131,0.5874,0.6667,0.5109,0.0,0.5191,0.7131,0.1639,0.4814
28784,0.3142,0.6858,0.2705,0.653,0.7131,0.5874,0.6667,0.5109,0.0,0.5191,0.7131,0.2705,0.4921
28794,0.3142,0.6858,0.735,0.653,0.7131,0.5874,0.6667,0.5109,0.0,0.5191,0.735,0.3142,0.5385
28829,0.3142,0.6858,0.735,0.653,0.7131,0.5874,0.6448,0.5109,0.0,0.5191,0.735,0.3142,0.5363
28844,0.3142,0.6858,0.735,0.653,0.7131,0.5874,0.6448,0.5109,0.0,0.6284,0.735,0.3142,0.5473
28869,0.3142,0.6858,0.735,0.653,0.6995,0.5874,0.6448,0.5109,0.0,0.6284,0.735,0.3142,0.5459
28873,0.3142,0.6858,0.735,0.653,0.6995,0.5874,0.6202,0.5109,0.0,0.6284,0.735,0.3142,0.5434
28894,0.5328,0.6858,0.735,0.653,0.6995,0.5874,0.6202,0.5109,0.0,0.6284,0.735,0.5109,0.5653
28909,0.5328,0.6858,0.623,0.653,0.6995,0.5874,0.6202,0.5109,0.0,0.6284,0.6995,0.5109,0.5541
28940,0.5328,0.6858,0.623,0.653,0.6995,0.5874,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.55
28941,0.5328,0.6858,0.623,0.5656,0.6995,0.5874,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5413
28949,0.5328,0.6858,0.5601,0.5656,0.6995,0.5874,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.535
28953,0.5328,0.6858,0.5601,0.5656,0.6995,0.5328,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5295
28955,0.5328,0.5902,0.5601,0.5656,0.6995,0.5328,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5199
28959,0.5328,0.5902,0.5601,0.5656,0.6995,0.5492,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5216
28962,0.5328,0.6038,0.5601,0.5656,0.6995,0.5492,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.523
28970,0.5328,0.6038,0.5601,0.5656,0.6995,0.6421,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5322
28973,0.5328,0.6038,0.6011,0.5656,0.6995,0.6421,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5363
28991,0.5328,0.6475,0.6011,0.5656,0.6995,0.6421,0.6202,0.5109,0.0,0.5874,0.6995,0.5109,0.5407
29010,0.5328,0.6475,0.6011,0.7377,0.6995,0.6421,0.6202,0.5109,0.0,0.5874,0.7377,0.5109,0.5579
29041,0.5328,0.6475,0.6995,0.7377,0.6995,0.6421,0.6202,0.5109,0.0,0.5874,0.7377,0.5109,0.5678
29077,0.6257,0.6475,0.6995,0.7377,0.6995,0.6421,0.6202,0.5109,0.0,0.5874,0.7377,0.5109,0.577
29090,0.6257,0.6475,0.6995,0.7377,0.6995,0.6421,0.5738,0.5109,0.0,0.5874,0.7377,0.5109,0.5724
29130,0.6257,0.6475,0.6995,0.6066,0.6995,0.6421,0.5738,0.5109,0.0,0.5874,0.6995,0.5109,0.5593
29206,0.4836,0.6475,0.6995,0.6066,0.6995,0.6421,0.5738,0.5109,0.0,0.5874,0.6995,0.4836,0.5451
29245,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.5738,0.5109,0.0,0.5874,0.7295,0.4836,0.5574
29274,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.5738,0.694,0.0,0.5874,0.7295,0.4836,0.5757
29354,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.7404,0.694,0.0,0.5874,0.7404,0.4836,0.5923
29374,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.3361,0.694,0.0,0.5874,0.7295,0.3361,0.5519
29375,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.3142,0.694,0.0,0.5874,0.7295,0.3142,0.5497
29389,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.6885,0.694,0.0,0.5874,0.7295,0.4836,0.5872
29508,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.6885,0.694,0.0,0.2022,0.7295,0.2022,0.5486
29510,0.4836,0.6475,0.6995,0.7295,0.6995,0.6421,0.6885,0.694,0.0,0.2486,0.7295,0.2486,0.5533
29523,0.4836,0.6475,0.6995,0.7295,0.724,0.6421,0.6885,0.694,0.0,0.2486,0.7295,0.2486,0.5557
29542,0.6448,0.6475,0.6995,0.7295,0.724,0.6421,0.6885,0.694,0.0,0.2486,0.7295,0.2486,0.5719
29558,0.6448,0.6475,0.6995,0.7295,0.6093,0.6421,0.6885,0.694,0.0,0.2486,0.7295,0.2486,0.5604
29583,0.6448,0.6475,0.7568,0.7295,0.6093,0.6421,0.6885,0.694,0.0,0.2486,0.7568,0.2486,0.5661
29611,0.6448,0.6475,0.2568,0.7295,0.6093,0.6421,0.6885,0.694,0.0,0.2486,0.7295,0.2486,0.5161
29626,0.6448,0.6475,0.2568,0.7295,0.6093,0.6421,0.6885,0.694,0.0,0.623,0.7295,0.2568,0.5536
29675,0.6448,0.6475,0.2568,0.7295,0.6148,0.6421,0.6885,0.694,0.0,0.623,0.7295,0.2568,0.5541
29732,0.6448,0.6967,0.2568,0.7295,0.6148,0.6421,0.6885,0.694,0.0,0.623,0.7295,0.2568,0.559
29745,0.6448,0.6967,0.6831,0.7295,0.6148,0.6421,0.6885,0.694,0.0,0.623,0.7295,0.6148,0.6017
29751,0.6448,0.6967,0.5328,0.7295,0.6148,0.6421,0.6885,0.694,0.0,0.623,0.7295,0.5328,0.5866
29814,0.6448,0.6967,0.6093,0.7295,0.6148,0.6421,0.6885,0.694,0.0,0.623,0.7295,0.6093,0.5943
29852,0.6448,0.6967,0.6093,0.7295,0.6148,0.6421,0.6885,0.3115,0.0,0.623,0.7295,0.3115,0.556
29859,0.6448,0.6967,0.6093,0.3415,0.6148,0.6421,0.6885,0.3115,0.0,0.623,0.6967,0.3115,0.5172
29887,0.6448,0.5929,0.6093,0.3415,0.6148,0.6421,0.6885,0.3115,0.0,0.623,0.6885,0.3115,0.5068
29891,0.6448,0.5929,0.1448,0.653,0.6148,0.6421,0.6885,0.3115,0.0,0.623,0.6885,0.1448,0.4915
29896,0.6448,0.5929,0.1448,0.653,0.6148,0.6421,0.6885,0.3115,0.0,0.6366,0.6885,0.1448,0.4929
29906,0.6448,0.5929,0.1448,0.6448,0.6148,0.6421,0.6885,0.3115,0.0,0.6366,0.6885,0.1448,0.4921
29912,0.6448,0.5929,0.1448,0.6448,0.6148,0.6421,0.6885,0.3115,0.0,0.6967,0.6967,0.1448,0.4981
29920,0.6448,0.5929,0.1448,0.6448,0.6148,0.6421,0.623,0.3115,0.0,0.6967,0.6967,0.1448,0.4915
29943,0.6448,0.5929,0.1448,0.6448,0.6148,0.4344,0.623,0.3115,0.0,0.6967,0.6967,0.1448,0.4708
30023,0.6448,0.5929,0.1503,0.6448,0.6148,0.4344,0.623,0.3115,0.0,0.6967,0.6967,0.1503,0.4713
30052,0.6448,0.5929,0.1503,0.6421,0.6148,0.4344,0.623,0.3115,0.0,0.6967,0.6967,0.1503,0.471
30059,0.6803,0.5929,0.1503,0.6421,0.6148,0.4344,0.623,0.3115,0.0,0.6967,0.6967,0.1503,0.4746
30069,0.6803,0.5929,0.1503,0.6421,0.6148,0.4344,0.4973,0.3115,0.0,0.6967,0.6967,0.1503,0.462
30075,0.6803,0.5929,0.1503,0.6421,0.6148,0.4344,0.7077,0.3115,0.0,0.6967,0.7077,0.1503,0.4831
30084,0.6803,0.5929,0.1503,0.6421,0.6148,0.5219,0.7077,0.3115,0.0,0.6967,0.7077,0.1503,0.4918
30116,0.6803,0.5929,0.1503,0.6421,0.6148,0.5219,0.7077,0.3115,0.0,0.6721,0.7077,0.1503,0.4894
30134,0.6803,0.5929,0.1503,0.6421,0.6202,0.5219,0.7077,0.3115,0.0,0.6721,0.7077,0.1503,0.4899
30143,0.6803,0.5929,0.7678,0.6421,0.6202,0.5219,0.7077,0.3115,0.0,0.6721,0.7678,0.3115,0.5517
30160,0.6803,0.5929,0.5847,0.6421,0.6202,0.5219,0.7077,0.3115,0.0,0.6721,0.7077,0.3115,0.5333
30285,0.6803,0.5929,0.5847,0.6421,0.6202,0.5219,0.6257,0.3115,0.0,0.6721,0.6803,0.3115,0.5251
30323,0.6803,0.5929,0.5847,0.6421,0.6202,0.5219,0.6257,0.3115,0.0,0.5738,0.6803,0.3115,0.5153
30375,0.6803,0.5929,0.5847,0.6421,0.7213,0.5219,0.6257,0.3115,0.0,0.5738,0.7213,0.3115,0.5254
30394,0.6803,0.5929,0.5847,0.6421,0.7213,0.5219,0.6066,0.3115,0.0,0.5738,0.7213,0.3115,0.5235
30452,0.388,0.5929,0.5847,0.6421,0.7213,0.5219,0.6066,0.3115,0.0,0.5738,0.7213,0.3115,0.4943
30472,0.388,0.5929,0.5847,0.6421,0.7213,0.7268,0.6066,0.3115,0.0,0.5738,0.7268,0.3115,0.5148
30497,0.388,0.5929,0.5847,0.6421,0.7213,0.7268,0.6066,0.3115,0.0,0.4235,0.7268,0.3115,0.4997
30522,0.1639,0.5929,0.5847,0.6421,0.7213,0.7268,0.6066,0.3115,0.0,0.4235,0.7268,0.1639,0.4773
30542,0.1639,0.5929,0.6667,0.6421,0.7213,0.7268,0.6066,0.3115,0.0,0.4235,0.7268,0.1639,0.4855
30563,0.1639,0.5929,0.6667,0.6421,0.7213,0.5956,0.6066,0.3115,0.0,0.4235,0.7213,0.1639,0.4724
30566,0.2186,0.5929,0.6667,0.6421,0.7213,0.5956,0.6066,0.3115,0.0,0.4235,0.7213,0.2186,0.4779
30618,0.2186,0.5929,0.765,0.6421,0.7213,0.5956,0.6066,0.3115,0.0,0.4235,0.765,0.2186,0.4877
30650,0.6694,0.5929,0.765,0.6421,0.7213,0.5956,0.6066,0.3115,0.0,0.4235,0.765,0.3115,0.5328
30652,0.6694,0.5929,0.765,0.6421,0.7213,0.7432,0.6066,0.3115,0.0,0.4235,0.765,0.3115,0.5475
30667,0.6694,0.765,0.765,0.6421,0.7213,0.7432,0.6066,0.3115,0.0,0.4235,0.765,0.3115,0.5648
30672,0.6694,0.4563,0.765,0.6421,0.7213,0.7432,0.6066,0.3115,0.0,0.4235,0.765,0.3115,0.5339
30689,0.6694,0.4563,0.765,0.6421,0.6885,0.7432,0.6066,0.3115,0.0,0.4235,0.765,0.3115,0.5306
30719,0.6694,0.4563,0.765,0.6421,0.6885,0.7432,0.6066,0.418,0.0,0.4235,0.765,0.418,0.5413
30821,0.6694,0.4563,0.153,0.6421,0.6885,0.7432,0.6066,0.418,0.0,0.4235,0.7432,0.153,0.4801
30836,0.6694,0.4563,0.153,0.6421,0.5929,0.7432,0.6066,0.418,0.0,0.4235,0.7432,0.153,0.4705
30880,0.6011,0.4563,0.153,0.6421,0.5929,0.7432,0.6066,0.418,0.0,0.4235,0.7432,0.153,0.4637
30897,0.6011,0.4563,0.153,0.6421,0.5929,0.7186,0.6066,0.418,0.0,0.4235,0.7186,0.153,0.4612
30905,0.6011,0.4563,0.2568,0.6421,0.5929,0.7186,0.6066,0.418,0.0,0.4235,0.7186,0.2568,0.4716
30914,0.6011,0.7158,0.2568,0.6421,0.5929,0.7186,0.6066,0.418,0.0,0.4235,0.7186,0.2568,0.4975
30924,0.6011,0.582,0.2568,0.6421,0.5929,0.7186,0.6066,0.418,0.0,0.4235,0.7186,0.2568,0.4842
30942,0.6011,0.582,0.2568,0.6421,0.5929,0.6612,0.6066,0.418,0.0,0.4235,0.6612,0.2568,0.4784
30948,0.6011,0.582,0.2568,0.6421,0.5929,0.6612,0.6066,0.4454,0.0,0.4235,0.6612,0.2568,0.4812
30957,0.6011,0.582,0.2568,0.6421,0.5929,0.6776,0.6066,0.4454,0.0,0.4235,0.6776,0.2568,0.4828
31013,0.6011,0.582,0.2568,0.6421,0.6421,0.6776,0.6066,0.4454,0.0,0.4235,0.6776,0.2568,0.4877
31037,0.6011,0.582,0.2568,0.6421,0.6421,0.6503,0.6066,0.4454,0.0,0.4235,0.6503,0.2568,0.485
31079,0.6011,0.6694,0.2568,0.6421,0.6421,0.6503,0.6066,0.4454,0.0,0.4235,0.6694,0.2568,0.4937
31102,0.6011,0.6694,0.6066,0.6421,0.6421,0.6503,0.6066,0.4454,0.0,0.4235,0.6694,0.4235,0.5287
31108,0.6011,0.6694,0.5984,0.6421,0.6421,0.6503,0.6066,0.4454,0.0,0.4235,0.6694,0.4235,0.5279
31109,0.6011,0.6694,0.5984,0.6421,0.6421,0.6503,0.6066,0.4454,0.0,0.2158,0.6694,0.2158,0.5071
